Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
APPLE INC.,AVT030,11/18/2022,2T2BGMCA8GC003823,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA4HC020118,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA4HC020118,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA4HC020118,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA4HC020118,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA4HC020118,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2GC003882,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCAXGC006416,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA0GC007400,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA0GC007400,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/18/2022,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA9HC019126,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2GC003882,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA5HC019432,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA5HC019432,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA5HC019432,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/28/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/28/2022,2T2BGMCA2HC012521,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA8GC003823,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA2GC003882,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA8GC003823,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA8GC003823,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA2GC003882,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCAXGC006416,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly detected the state of a traffic signal, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/29/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/29/2022,2T2BGMCA5HC014389,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/30/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/30/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/30/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/30/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/30/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/30/2022,2T2BGMCA5HC019432,No,Yes,AV System,Freeway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/30/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,11/30/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,11/30/2022,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
