Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,incident_day_of_week,incident_month
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-06 17:39:38,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-08 13:06:05,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Friday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-08 13:38:13,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,Friday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-12 13:25:36,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,Tuesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-12 17:41:25,JTHCYLFF0K5001429,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Tuesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-12 17:49:06,JTHCYLFF0J5001364,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Tuesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-13 17:35:53,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-18 16:46:29,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,Monday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-18 17:04:21,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Monday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-18 17:04:27,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Monday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-18 17:09:54,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Monday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-18 17:10:37,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Monday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-20 14:25:40,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to other road user or obstacle.,Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-20 17:39:18,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-21 16:30:00,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Thursday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-22 14:16:01,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode near crosswalk due to overly conservative vehicle behavior.,Friday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-26 14:07:07,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Tuesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-26 16:41:20,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Tuesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-27 12:42:32,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-27 16:54:09,JTHCYLFF9J5001363,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-27 17:29:00,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Wednesday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-28 13:04:45,JTHCYLFF0K5001429,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Thursday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-28 13:22:10,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Thursday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-28 17:31:25,JTHCYLFF0K5001429,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,Thursday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-28 17:31:35,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,Thursday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-10-28 17:39:22,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,Thursday,October
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-03 14:43:03,JTHCYLFF0K5001429,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Wednesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-09 12:38:12,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Tuesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-09 17:14:49,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Tuesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-09 17:28:31,JTHCYLFF0K5001429,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Tuesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-09 17:29:30,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Tuesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-10 13:37:58,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Wednesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-10 17:26:53,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,Wednesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-15 12:33:12,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.",Monday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-15 12:48:47,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to cut-in issue.,Monday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-15 13:48:08,JTHCYLFF0K5001429,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,Monday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-15 14:22:23,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to ensure proper behavior at traffic light,Monday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-17 17:18:57,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,Wednesday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-18 13:50:13,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Thursday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-18 17:53:57,JTHCYLFF9J5001363,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode to manually drive past pedestrians near the road.,Thursday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-19 14:11:13,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Friday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-19 14:26:32,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to issue with lane change maneuver.,Friday,November
"TOYOTA RESEARCH INSTITUTE, INC.",AVT050,2021-11-19 16:34:10,JTHCYLFFXJ5001291,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode due to inappropriate steering.,Friday,November
"UDELV, INC.",AVT029,2020-12-18 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Safety driver inadvertently disengaged the autonomy system.",Friday,December
"UDELV, INC.",AVT029,2020-12-18 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Friday,December
"UDELV, INC.",AVT029,2020-12-18 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Friday,December
"UDELV, INC.",AVT029,2020-12-18 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a trash can sitting on the right edge of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Friday,December
"UDELV, INC.",AVT029,2020-12-18 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Friday,December
"UDELV, INC.",AVT029,2020-12-18 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Friday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  A hardware component of the autonomy system faulted, and the system disengaged; no abnormalities with on-road behavior.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  The map used for autonomy suffered from an error that caused the vehicle to navigate incorrectly; no other abnormalities with on-road behavior.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: black & orange Road Work sign sitting in the middle of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a traffic light overhanging the vehicle's travel lane at an intersection was not detected by the software processing the sensor data stream.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a car parked on the right edge of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system was aware of another vehicle that was going to cross its planned travel path (eg at an intersection or unprotected left), but did not appropriately adjust to the path crossing.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system was aware of another vehicle that was going to cross its planned travel path (eg at an intersection or unprotected left), but did not appropriately adjust to the path crossing.",Monday,December
"UDELV, INC.",AVT029,2020-12-21 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system attempted to lane borrow around the vehicle in front of it, but was unsuccessful.  ",Monday,December
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Monday,January
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Monday,January
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Monday,January
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Prediction issue: results of models run to predict obstacle behavior differed from on-road outcomes by margin that led to an unsafe or disruptive vehicle trajectory ",Monday,January
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: black & orange Road Work sign sitting in the middle of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Monday,January
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: black & orange Road Work sign sitting in the middle of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Monday,January
"UDELV, INC.",AVT029,2021-01-11 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: black & orange Road Work sign sitting in the middle of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Monday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Vehicle drive-by-wire issue: the autonomy software asked for a driving action (steer or throttle/brake command) that the vehicle DBW system could not deliver.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system was aware of another vehicle that was going to cross its planned travel path (eg at an intersection or unprotected left), but did not appropriately adjust to the path crossing.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system was aware of another vehicle that was going to cross its planned travel path (eg at an intersection or unprotected left), but did not appropriately adjust to the path crossing.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system was aware of another vehicle that was going to cross its planned travel path (eg at an intersection or unprotected left), but did not appropriately adjust to the path crossing.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: black & orange Road Work sign sitting in the middle of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Thursday,January
"UDELV, INC.",AVT029,2021-01-14 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a car parked on the right edge of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Thursday,January
"UDELV, INC.",AVT029,2021-01-15 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Safety driver inadvertently disengaged the autonomy system.",Friday,January
"UDELV, INC.",AVT029,2021-01-15 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Friday,January
"UDELV, INC.",AVT029,2021-01-15 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a car parked on the right edge of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Friday,January
"UDELV, INC.",AVT029,2021-01-15 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a roll of carpet lying across the vehicle's travel lane was not detected by the software processing the sensor data stream.",Friday,January
"UDELV, INC.",AVT029,2021-01-29 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Planning issue: The autonomy system was aware of another vehicle that was going to cross its planned travel path (eg at an intersection or unprotected left), but did not appropriately adjust to the path crossing.",Friday,January
"UDELV, INC.",AVT029,2021-01-29 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Friday,January
"UDELV, INC.",AVT029,2021-01-29 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Friday,January
"UDELV, INC.",AVT029,2021-01-29 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Friday,January
"UDELV, INC.",AVT029,2021-02-01 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Monday,February
"UDELV, INC.",AVT029,2021-02-01 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Monday,February
"UDELV, INC.",AVT029,2021-02-01 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Monday,February
"UDELV, INC.",AVT029,2021-02-01 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Monday,February
"UDELV, INC.",AVT029,2021-02-01 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: orange & white traffic cones sitting in the middle of the vehicle's travel lane were not detected by the software processing the sensor data stream.",Monday,February
"UDELV, INC.",AVT029,2021-02-01 00:00:00,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Daytime, clear weather, normal street traffic.  Perception issue: a car parked on the right edge of the vehicle's travel lane was not detected by the software processing the sensor data stream.",Monday,February
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle stopped/braked in the urban street due to pedestrains walking in the other direction on the foot path, No unusual conditions were observed ",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle stopped/braked in the urban street due to parked cars along the sides of the road as this autonomous vehicle is designed for highway driving only, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle was off from the route and getting very close to curb of sidewalk due to no lane markings one side of the road (Saratoga Ave, San Mateo, CA), No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): Precautionary disengagement in response to the autonomous vehicle merging into oncoming traffic, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): Precautionary disengagement in response to the autonomous vehicle due to an object driving close to ego vehicle behind, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): Precautionary disengagement in response to the autonomous vehicle merging into oncoming traffic, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): Precautionary disengagement in response to the autonomous vehicle merging into oncoming traffic, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle stopped/braked in the urban street due to detection of fire hydrant as an object, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-12 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle was off from the route and getting very close to curb of sidewalk due to no lane markings one side of the road (Saratoga Ave, San Mateo, CA), No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-13 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle moving irregularly with in the lane due to oscillations in lateral control due to poor lane detection by front camera, No unusual conditions were observed",Wednesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-13 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): Precautionary disengagement in response to the autonomous vehicle merging into oncoming traffic, No unusual conditions were observed",Wednesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-13 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle stopped/braked in the urban street due to pedestrains walking in the other direction on the foot path,  It was raining a bit during this disengagement ",Wednesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-13 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle was off from the route and getting very close to curb of sidewalk due to no lane markings one side of the road (Saratoga Ave, San Mateo, CA), It was raining a bit during this disengagement ",Wednesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-13 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,STREET,"Weather(Sunny): The vehicle was off from the route and getting very close to curb of sidewalk due to no lane markings one side of the road (Saratoga Ave, San Mateo, CA), It was raining a bit during this disengagement ",Wednesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,HIGHWAY,"Weather(Sunny): The vehicle braked due to a object merging at higher relative speed, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,HIGHWAY,"Weather(Sunny): The vehicle was not staying in the lanes due to invisible lanes caused from the tree shadows due to front camera limitations, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,HIGHWAY,"Weather(Sunny): The vehicle was moving irregularly within the lane due to oscillations in lateral control caused by poor lane detection by front camera near US-101 Freeway near Palo Alto, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,HIGHWAY,"Weather(Sunny): The vehicle moving irregularly due to poor/bad lane detections where white lane mark background is painted in black color and traces of old lane markings still present on US-101 Freeway,  This is in ODD of vehicle however two sets of lane markings with lateral offset caused oscillations",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,HIGHWAY,"Weather(Sunny): Precautionary disengagement in response to the autonomous vehicle due to very fast traffic in the next lane, No unusual conditions were observed",Tuesday,January
VALEO NORTH AMERICA INC.,AVT017,2021-01-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,HIGHWAY,"Weather(Sunny): The vehicle false braked when the object is too far from the vehicle,  No unusual conditions were observed",Tuesday,January
