Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,incident_day_of_week,incident_month
TOYOTA RESEARCH INSTITUTE,AVT050,2022-04-25 14:46:56,JTHCYLFF0J5001364,No,Yes,Test Driver,street,Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road boundary.,Monday,April
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-17 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Controls disengaged at traffic light due to requesting deceleration above threshold - System is not allowed to do emergency braking by itself",Wednesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Driver's safety decision to takeover because the front car was parked too close from us at the right of the ego lane",Wednesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Wednesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Wednesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Wednesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Wednesday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Thursday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Driver's safety decision to takeover because the front car was parked too close from us at the right of the ego lane",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Driver's safety decision to takeover because the front car was parked too close from us at the right of the ego lane",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-05-23 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Monday,May
VALEO NORTH AMERICA INC.,AVT017,2022-06-07 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Tuesday,June
VALEO NORTH AMERICA INC.,AVT017,2022-06-07 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Tuesday,June
VALEO NORTH AMERICA INC.,AVT017,2022-06-08 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Wednesday,June
VALEO NORTH AMERICA INC.,AVT017,2022-06-09 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,June
VALEO NORTH AMERICA INC.,AVT017,2022-06-10 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Friday,June
VALEO NORTH AMERICA INC.,AVT017,2022-06-10 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Friday,June
VALEO NORTH AMERICA INC.,AVT017,2022-07-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Right turn at traffic light (upcoming traffic not seen)",Monday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Monday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Monday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Monday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Monday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-18 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Monday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Traffic light detected stayed at red color when it was green - Switch to green light not detected - Perception SW - Unknown Root cause ",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover after Ghost Braking",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover because of Tailgater",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Lateral Actuator Limit reached during a turn - Path planning SW requested a tighter turn than allowed",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover because of reckless driver",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car on our lane going on reverse for parking - Collision risk with the Stopped AV - Test car not allowed to go over the double yellow lane marking",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Tuesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-27 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Wednesday,July
VALEO NORTH AMERICA INC.,AVT017,2022-07-28 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Thursday,July
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Safety Takeover (Close to pedestrian)",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: ODD - Car double parked on our lane - Test car not allowed to go over the double yellow lane marking",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-10-19 00:00:00,1V2NR2CA2JC509341,No,Yes,Test Driver,Urban,"Weather(Sunny), Daylight: Ego-vehicle didn't take off at a stop when it was his turn",Wednesday,October
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
VALEO NORTH AMERICA INC.,AVT017,2022-11-03 00:00:00,1V2NR2CA2JC509341,No,Yes,AV System,Urban,"Weather(Sunny), Daylight: Software Crash of localization component - unknown root cause",Thursday,November
WAYMO LLC,AVT003,2022-11-30 00:00:00,SADHW2S18M1617573,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Wednesday,November
WAYMO LLC,AVT003,2022-11-30 00:00:00,SADHW2S17M1616527,No,Yes,AV System,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Wednesday,November
WAYMO LLC,AVT003,2022-11-24 00:00:00,SADHW2S13M1615519,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,November
WAYMO LLC,AVT003,2022-11-22 00:00:00,SADHW2S14M1616033,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,November
WAYMO LLC,AVT003,2022-11-22 00:00:00,SADHW2S15M1615568,No,Yes,Test Driver,Highway,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,November
WAYMO LLC,AVT003,2022-11-15 00:00:00,SADHW2S10M1616692,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,November
WAYMO LLC,AVT003,2022-11-13 00:00:00,SADHW2S18M1617007,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,November
WAYMO LLC,AVT003,2022-11-10 00:00:00,SADHW2S11M1616281,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,November
WAYMO LLC,AVT003,2022-10-31 00:00:00,SADHW2S10M1615624,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,October
WAYMO LLC,AVT003,2022-10-29 00:00:00,SADHW2S19M1617016,No,Yes,Test Driver,Interstate,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,October
WAYMO LLC,AVT003,2022-10-29 00:00:00,SADHW2S19M1617016,No,Yes,Test Driver,Freeway,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,October
WAYMO LLC,AVT003,2022-10-24 00:00:00,SADHW2S14M1617523,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,October
WAYMO LLC,AVT003,2022-10-21 00:00:00,SADHW2S19M1616755,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Friday,October
WAYMO LLC,AVT003,2022-10-19 00:00:00,SADHW2S13M1615486,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,October
WAYMO LLC,AVT003,2022-10-18 00:00:00,SADHW2S1XM1617638,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,October
WAYMO LLC,AVT003,2022-10-18 00:00:00,SADHW2S10M1617101,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,October
WAYMO LLC,AVT003,2022-10-18 00:00:00,SADHW2S19M1617422,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,October
WAYMO LLC,AVT003,2022-10-16 00:00:00,SADHW2S19M1615749,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,October
WAYMO LLC,AVT003,2022-10-15 00:00:00,SADHW2S10M1616692,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,October
WAYMO LLC,AVT003,2022-10-11 00:00:00,SADHW2S16M1616972,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,October
WAYMO LLC,AVT003,2022-10-08 00:00:00,SADHW2S16M1616549,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,October
WAYMO LLC,AVT003,2022-10-06 00:00:00,SADHW2S17M1615619,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,October
WAYMO LLC,AVT003,2022-10-05 00:00:00,SADHW2S1XM1615937,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Wednesday,October
WAYMO LLC,AVT003,2022-10-03 00:00:00,SADHW2S19M1615248,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,October
WAYMO LLC,AVT003,2022-09-30 00:00:00,SADHW2S16M1617569,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Friday,September
WAYMO LLC,AVT003,2022-09-28 00:00:00,SADHW2S11M1616300,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,September
WAYMO LLC,AVT003,2022-09-24 00:00:00,SADHW2S12M1615687,No,Yes,Test Driver,Highway,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,September
WAYMO LLC,AVT003,2022-09-22 00:00:00,SADHW2S10M1617583,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,September
WAYMO LLC,AVT003,2022-09-19 00:00:00,SADHW2S10M1615879,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,September
WAYMO LLC,AVT003,2022-09-19 00:00:00,SADHW2S19M1615816,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,September
WAYMO LLC,AVT003,2022-09-17 00:00:00,SADHW2S13M1616542,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,September
WAYMO LLC,AVT003,2022-09-16 00:00:00,SADHW2S11M1616748,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Friday,September
WAYMO LLC,AVT003,2022-09-13 00:00:00,SADHW2S12M1616726,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,September
WAYMO LLC,AVT003,2022-09-09 00:00:00,SADHW2S14M1615190,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Friday,September
WAYMO LLC,AVT003,2022-09-09 00:00:00,SADHW2S18M1616021,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Friday,September
WAYMO LLC,AVT003,2022-09-06 00:00:00,SADHW2S13M1616542,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,September
WAYMO LLC,AVT003,2022-09-05 00:00:00,SADHW2S12M1615687,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,September
WAYMO LLC,AVT003,2022-09-03 00:00:00,SADHW2S19M1615671,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,September
WAYMO LLC,AVT003,2022-09-03 00:00:00,SADHW2S12M1617651,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,September
WAYMO LLC,AVT003,2022-08-29 00:00:00,SADHW2S19M1617520,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,August
WAYMO LLC,AVT003,2022-08-23 00:00:00,SADHW2S16M1615353,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,August
WAYMO LLC,AVT003,2022-08-22 00:00:00,SADHW2S12M1616600,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,August
WAYMO LLC,AVT003,2022-08-15 00:00:00,SADHW2S18M1617573,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,August
WAYMO LLC,AVT003,2022-08-15 00:00:00,SADHW2S14M1616517,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,August
WAYMO LLC,AVT003,2022-08-11 00:00:00,SADHW2S10M1615963,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,August
WAYMO LLC,AVT003,2022-08-08 00:00:00,SADHW2S15M1615599,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,August
WAYMO LLC,AVT003,2022-08-04 00:00:00,SADHW2S13M1616542,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,August
WAYMO LLC,AVT003,2022-08-04 00:00:00,SADHW2S17M1615703,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,August
WAYMO LLC,AVT003,2022-08-02 00:00:00,SADHW2S13M1616928,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,August
WAYMO LLC,AVT003,2022-08-02 00:00:00,SADHW2S11M1616572,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,August
WAYMO LLC,AVT003,2022-08-02 00:00:00,SADHW2S13M1616928,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,August
WAYMO LLC,AVT003,2022-07-31 00:00:00,SADHW2S13M1616542,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,July
WAYMO LLC,AVT003,2022-07-31 00:00:00,SADHW2S19M1616755,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,July
WAYMO LLC,AVT003,2022-07-26 00:00:00,SADHW2S15M1615716,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,July
WAYMO LLC,AVT003,2022-07-25 00:00:00,SADHW2S10M1616692,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,July
WAYMO LLC,AVT003,2022-07-23 00:00:00,SADHW2S15M1616218,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,July
WAYMO LLC,AVT003,2022-07-23 00:00:00,SADHW2S15M1616218,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,July
